parent_id,kode_bps,nama_bps,kode_dagri,nama_dagri,kode_pos
74,7414,"KAB. BUTON TENGAH",74.14,"KABUPATEN BUTON TENGAH","93700"
74,7415,"KAB. BUTON SELATAN",74.15,"KABUPATEN BUTON SELATAN","93700"
74,7471,"KOTA KENDARI",74.71,"KOTA KENDARI","93100;93200"
74,7472,"KOTA BAU BAU",74.72,"KOTA BAU BAU","93700"
75,7501,"KAB. BOALEMO",75.02,"KABUPATEN BOALEMO","96300"
75,7502,"KAB. GORONTALO",75.01,"KABUPATEN GORONTALO","96200"
75,7503,"KAB. POHUWATO",75.04,"KABUPATEN POHUWATO","96400"
75,7504,"KAB. BONE BOLANGO",75.03,"KABUPATEN BONE BOLANGO","96500"
75,7505,"KAB. GORONTALO UTARA",75.05,"KABUPATEN GORONTALO UTARA","96600"
75,7571,"KOTA GORONTALO",75.71,"KOTA GORONTALO","96100"
76,7601,"KAB. MAJENE",76.05,"KABUPATEN MAJENE","91400"
76,7602,"KAB. POLEWALI MANDAR",76.04,"KABUPATEN POLEWALI MANDAR","91300"
76,7603,"KAB. MAMASA",76.03,"KABUPATEN MAMASA","91300"
76,7604,"KAB. MAMUJU",76.02,"KABUPATEN MAMUJU","91500"
76,7605,"KAB. PASANGKAYU",76.01,"KABUPATEN PASANGKAYU","91500"
76,7606,"KAB. MAMUJU TENGAH",76.06,"KABUPATEN MAMUJU TENGAH","91500"
81,8101,"KAB. KEPULAUAN TANIMBAR",81.03,"KABUPATEN KEPULAUAN TANIMBAR","97400"
81,8102,"KAB. MALUKU TENGGARA",81.02,"KABUPATEN MALUKU TENGGARA","97600"
81,8103,"KAB. MALUKU TENGAH",81.01,"KABUPATEN MALUKU TENGAH","97500"
81,8104,"KAB. BURU",81.04,"KABUPATEN BURU","97300"
81,8105,"KAB. KEPULAUAN ARU",81.07,"KABUPATEN KEPULAUAN ARU","97600"
81,8106,"KAB. SERAM BAGIAN BARAT",81.06,"KABUPATEN SERAM BAGIAN BARAT","97500"
81,8107,"KAB. SERAM BAGIAN TIMUR",81.05,"KABUPATEN SERAM BAGIAN TIMUR","97500"
81,8108,"KAB. MALUKU BARAT DAYA",81.08,"KABUPATEN MALUKU BARAT DAYA","97400"
81,8109,"KAB. BURU SELATAN",81.09,"KABUPATEN BURU SELATAN","97300"
81,8171,"KOTA AMBON",81.71,"KOTA AMBON","97100;97200"
81,8172,"KOTA TUAL",81.72,"KOTA TUAL","97600"
82,8201,"KAB. HALMAHERA BARAT",82.01,"KABUPATEN HALMAHERA BARAT","97700"
82,8202,"KAB. HALMAHERA TENGAH",82.02,"KABUPATEN HALMAHERA TENGAH","97800"
82,8203,"KAB. KEPULAUAN SULA",82.05,"KABUPATEN KEPULAUAN SULA","97900"
82,8204,"KAB. HALMAHERA SELATAN",82.04,"KABUPATEN HALMAHERA SELATAN","97900"
82,8205,"KAB. HALMAHERA UTARA",82.03,"KABUPATEN HALMAHERA UTARA","97700"
82,8206,"KAB. HALMAHERA TIMUR",82.06,"KABUPATEN HALMAHERA TIMUR","97800"
82,8207,"KAB. PULAU MOROTAI",82.07,"KABUPATEN PULAU MOROTAI","97700"
82,8208,"KAB. PULAU TALIABU",82.08,"KABUPATEN PULAU TALIABU",
82,8271,"KOTA TERNATE",82.71,"KOTA TERNATE","97700"
82,8272,"KOTA TIDORE KEPULAUAN",82.72,"KOTA TIDORE KEPULAUAN","97800"
91,9101,"KAB. FAK FAK",92.03,"KABUPATEN FAK FAK","98600"
91,9102,"KAB. KAIMANA",92.08,"KABUPATEN KAIMANA","98600"
91,9103,"KAB. TELUK WONDAMA",92.07,"KABUPATEN TELUK WONDAMA","98500"
91,9104,"KAB. TELUK BINTUNI",92.06,"KABUPATEN TELUK BINTUNI","98500"
91,9105,"KAB. MANOKWARI",92.02,"KABUPATEN MANOKWARI","98300"
91,9111,"KAB. MANOKWARI SELATAN",92.11,"KABUPATEN MANOKWARI SELATAN","98300"
91,9112,"KAB. PEGUNUNGAN ARFAK",92.12,"KABUPATEN PEGUNUNGAN ARFAK","98300"
92,9201,"KAB. RAJA AMPAT",96.03,"KABUPATEN RAJA AMPAT",
92,9202,"KAB. SORONG",96.01,"KABUPATEN SORONG",
92,9203,"KAB. SORONG SELATAN",96.02,"KABUPATEN SORONG SELATAN",
92,9204,"KAB. MAYBRAT",96.05,"KABUPATEN MAYBRAT",
92,9205,"KAB. TAMBRAUW",96.04,"KABUPATEN TAMBRAUW",
92,9271,"KOTA SORONG",96.71,"KOTA SORONG",
94,9403,"KAB. JAYAPURA",91.03,"KABUPATEN JAYAPURA","99300"
94,9408,"KAB. KEPULAUAN YAPEN",91.05,"KABUPATEN KEPULAUAN YAPEN","98200"
94,9409,"KAB. BIAK NUMFOR",91.06,"KABUPATEN BIAK NUMFOR","98100"
94,9419,"KAB. SARMI",91.10,"KABUPATEN SARMI","99300"
94,9420,"KAB. KEEROM",91.11,"KABUPATEN KEEROM","99400"
94,9426,"KAB. WAROPEN",91.15,"KABUPATEN WAROPEN","98200"
94,9427,"KAB. SUPIORI",91.19,"KABUPATEN SUPIORI","98100"
94,9428,"KAB. MAMBERAMO RAYA",91.20,"KABUPATEN MAMBERAMO RAYA","99300"
94,9471,"KOTA JAYAPURA",91.71,"KOTA JAYAPURA","99100"
95,9501,"KAB. MERAUKE",93.01,"KABUPATEN MERAUKE",
95,9502,"KAB. BOVEN DIGOEL",93.02,"KABUPATEN BOVEN DIGOEL",
95,9503,"KAB. MAPPI",93.03,"KABUPATEN MAPPI",
95,9504,"KAB. ASMAT",93.04,"KABUPATEN ASMAT",
96,9601,"KAB. MIMIKA",94.04,"KABUPATEN MIMIKA",
96,9602,"KAB. DOGIYAI",94.06,"KABUPATEN DOGIYAI",
96,9603,"KAB. DEIYAI",94.08,"KABUPATEN DEIYAI",
96,9604,"KAB. NABIRE",94.01,"KABUPATEN NABIRE",
96,9605,"KAB. PANIAI",94.03,"KABUPATEN PANIAI",
96,9606,"KAB. INTAN JAYA",94.07,"KABUPATEN INTAN JAYA",
96,9607,"KAB. PUNCAK",94.05,"KABUPATEN PUNCAK",
96,9608,"KAB. PUNCAK JAYA",94.02,"KABUPATEN PUNCAK JAYA",
97,9701,"KAB. NDUGA",95.08,"KABUPATEN NDUGA",
97,9702,"KAB. JAYAWIJAYA",95.01,"KABUPATEN JAYAWIJAYA",
97,9703,"KAB. LANNY JAYA",95.07,"KABUPATEN LANNY JAYA",
97,9704,"KAB. TOLIKARA",95.04,"KABUPATEN TOLIKARA",
97,9705,"KAB. MAMBERAMO TENGAH",95.05,"KABUPATEN MAMBERAMO TENGAH",
97,9706,"KAB. YALIMO",95.06,"KABUPATEN YALIMO",
97,9707,"KAB. YAHUKIMO",95.03,"KABUPATEN YAHUKIMO",
97,9708,"KAB. PEGUNUNGAN BINTANG",95.02,"KAB PEGUNUNGAN BINTANG",
